country;latitude;longitude;time;weather_code;temperature_2m_max;temperature_2m_min;apparent_temperature_max;apparent_temperature_min;sunrise;sunset;daylight_duration;sunshine_duration;uv_index_max;uv_index_clear_sky_max;precipitation_hours;wind_speed_10m_max;wind_gusts_10m_max;precipitation_sum;rain_sum;showers_sum;snowfall_sum
Oman;21.5;55.88;2025-01-29;1;29.3;16.7;25.0;15.0;2025-01-29T09:54:00+03:00;2025-01-29T21:04:00+03:00;40158.4;37420.85;6.65;6.65;0.0;27.2;41.8;0.0;0.0;0.0;0.0
Oman;21.5;55.88;2025-01-30;1;26.9;15.6;23.9;13.7;2025-01-30T09:54:00+03:00;2025-01-30T21:04:00+03:00;40214.68;37481.93;6.65;6.65;0.0;30.1;46.4;0.0;0.0;0.0;0.0
Oman;21.5;55.88;2025-02-02;1;25.2;14.2;23.5;12.4;2025-02-02T09:53:00+03:00;2025-02-02T21:06:00+03:00;40390.37;37672.18;6.6;6.6;0.0;23.1;38.9;0.0;0.0;0.0;0.0
Panama;8.62;-80.75;2025-01-29;3;22.2;18.6;22.9;18.5;2025-01-29T09:43:00+03:00;2025-01-29T21:28:00+03:00;42289.98;34072.25;6.15;8.55;0.0;16.0;69.5;0.0;0.0;0.0;0.0
Peru;-9.25;-75.0;2025-01-30;80;33.5;23.6;39.4;28.4;2025-01-30T08:58:00+03:00;2025-01-30T21:28:00+03:00;45035.58;41513.45;7.2;9.5;7.0;9.9;22.3;2.4;0.0;2.4;0.0
Peru;-9.25;-75.0;2025-01-31;96;32.5;23.5;38.4;28.4;2025-01-31T08:58:00+03:00;2025-01-31T21:28:00+03:00;45010.79;37234.3;9.55;9.55;13.0;7.8;20.9;13.3;0.0;13.3;0.0
Peru;-9.25;-75.0;2025-02-02;95;28.9;23.8;34.8;28.8;2025-02-02T08:59:00+03:00;2025-02-02T21:28:00+03:00;44959.88;15576.37;2.3;9.5;24.0;4.3;27.7;26.5;0.0;26.8;0.0
French Polynesia;-17.62;-149.38;2025-01-29;2;19.1;18.2;21.5;18.3;2025-01-29T08:43:00+03:00;2025-01-29T21:37:00+03:00;46433.81;43068.1;9.8;10.0;3.0;13.7;39.2;0.3;0.0;0.3;0.0
Papua New Guinea;-6.38;144.0;2025-02-01;95;20.7;14.6;22.6;15.2;2025-02-01T09:26:00+03:00;2025-02-01T21:48:00+03:00;44565.67;26815.39;7.5;10.2;16.0;10.4;35.6;40.8;15.1;25.8;0.0
Philippines;12.88;121.75;2025-01-29;80;26.8;25.9;28.8;27.6;2025-01-29T09:19:00+03:00;2025-01-29T20:52:00+03:00;41601.45;18078.61;4.95;7.75;9.0;24.1;35.6;1.8;0.0;1.8;0.0
Philippines;12.88;121.75;2025-02-01;80;26.9;26.1;33.2;30.7;2025-02-01T09:19:00+03:00;2025-02-01T20:53:00+03:00;41699.92;37952.52;7.9;7.9;12.0;9.1;15.5;3.1;0.0;3.1;0.0
Pakistan;30.38;69.38;2025-01-31;0;13.6;2.2;11.0;-1.5;2025-01-31T10:13:00+03:00;2025-01-31T20:57:00+03:00;38643.01;35665.48;4.95;4.95;0.0;10.6;19.8;0.0;0.0;0.0;0.0
Pakistan;30.38;69.38;2025-02-01;0;14.4;0.8;11.6;-2.7;2025-02-01T10:13:00+03:00;2025-02-01T20:58:00+03:00;38731.11;35760.08;5.05;5.05;0.0;8.9;16.2;0.0;0.0;0.0;0.0
Poland;51.92;19.15;2025-01-29;51;9.1;5.2;6.4;1.3;2025-01-29T10:27:00+03:00;2025-01-29T19:25:00+03:00;32324.7;9296.33;1.6;1.6;3.0;20.9;38.5;0.3;0.3;0.0;0.0
Poland;51.92;19.15;2025-01-31;71;4.3;1.1;0.4;-3.7;2025-01-31T10:24:00+03:00;2025-01-31T19:29:00+03:00;32724.12;891.57;1.05;1.7;10.0;19.9;39.2;2.5;2.15;0.0;0.25
Poland;51.92;19.15;2025-02-02;2;2.4;-1.5;-1.4;-4.9;2025-02-02T10:20:00+03:00;2025-02-02T19:33:00+03:00;33136.76;23861.23;1.25;1.7;0.0;7.9;26.6;0.0;0.0;0.0;0.0
Saint Pierre and Miquelon;47.0;-56.25;2025-01-28;85;5.4;0.1;0.2;-6.7;2025-01-28T11:14:00+03:00;2025-01-28T20:41:00+03:00;34048.82;21271.52;2.4;2.45;11.0;40.8;91.1;6.6;5.7;0.8;0.0
Saint Pierre and Miquelon;47.0;-56.25;2025-01-29;85;0.8;-4.2;-6.1;-12.8;2025-01-29T11:13:00+03:00;2025-01-29T20:43:00+03:00;34208.16;17168.65;2.05;2.4;7.0;42.2;84.2;4.8;0.0;0.0;3.01
Saint Pierre and Miquelon;47.0;-56.25;2025-01-31;85;-1.1;-6.2;-6.4;-15.5;2025-01-31T11:10:00+03:00;2025-01-31T20:46:00+03:00;34536.52;0.0;1.6;2.35;13.0;46.3;93.6;3.5;0.0;0.0;1.54
Saint Pierre and Miquelon;47.0;-56.25;2025-02-02;3;-3.5;-6.1;-11.2;-13.7;2025-02-02T11:07:00+03:00;2025-02-02T20:49:00+03:00;34876.22;29592.44;2.3;2.55;0.0;37.9;78.5;0.0;0.0;0.0;0.0
Pitcairn Islands;-24.75;-127.5;2025-01-29;80;25.8;24.9;31.3;26.5;2025-01-29T09:05:00+03:00;2025-01-29T22:20:00+03:00;47730.84;44941.43;9.65;9.65;6.0;27.2;36.0;1.4;0.0;1.5;0.0
Palestinian Territories;31.94;35.25;2025-02-01;3;14.6;7.9;12.5;6.3;2025-02-01T09:32:00+03:00;2025-02-01T20:12:00+03:00;38433.12;35507.13;4.65;4.7;0.0;11.1;31.7;0.0;0.0;0.0;0.0
Portugal;39.38;-8.25;2025-02-02;80;11.8;7.9;10.4;5.0;2025-02-02T10:38:00+03:00;2025-02-02T20:54:00+03:00;36928.32;19973.69;2.1;3.35;6.0;23.2;45.4;1.8;1.2;0.6;0.0
Palau;7.5;134.62;2025-01-29;80;28.8;27.4;32.1;29.3;2025-01-29T09:20:00+03:00;2025-01-29T21:08:00+03:00;42454.55;38949.43;8.25;8.45;16.0;29.3;44.6;1.8;0.0;1.7;0.0
Paraguay;-23.5;-58.5;2025-01-29;96;30.3;25.6;36.2;31.7;2025-01-29T09:31:00+03:00;2025-01-29T22:43:00+03:00;47506.59;4586.68;7.4;9.35;12.0;7.4;24.5;29.2;0.1;29.1;0.0
Paraguay;-23.5;-58.5;2025-02-03;2;39.0;22.5;44.0;26.0;2025-02-03T09:34:00+03:00;2025-02-03T22:40:00+03:00;47172.62;44433.1;8.15;9.05;0.0;9.4;22.7;0.0;0.0;0.0;0.0
Qatar;25.38;51.12;2025-02-02;2;20.6;13.7;15.9;11.4;2025-02-02T09:17:00+03:00;2025-02-02T20:20:00+03:00;39738.49;37104.06;5.85;5.85;0.0;27.6;41.4;0.0;0.0;0.0;0.0
Qatar;25.38;51.12;2025-02-03;0;21.0;12.0;18.2;9.2;2025-02-03T09:17:00+03:00;2025-02-03T20:20:00+03:00;39811.82;37137.08;5.45;5.45;0.0;23.7;35.3;0.0;0.0;0.0;0.0
Réunion;-21.12;55.38;2025-02-01;45;24.0;17.1;27.1;18.3;2025-02-01T09:01:00+03:00;2025-02-01T22:02:00+03:00;46909.84;44211.61;9.95;10.25;0.0;6.5;32.0;0.0;0.0;0.0;0.0
Réunion;-21.12;55.38;2025-02-02;3;24.4;17.5;26.9;15.5;2025-02-02T09:01:00+03:00;2025-02-02T22:02:00+03:00;46849.75;42723.38;5.55;10.2;0.0;12.9;49.0;0.0;0.0;0.0;0.0
Réunion;-21.12;55.38;2025-02-03;80;21.2;18.9;22.8;20.0;2025-02-03T09:02:00+03:00;2025-02-03T22:02:00+03:00;46788.73;0.0;8.15;9.7;10.0;10.9;53.6;1.6;0.0;1.6;0.0
Romania;46.0;24.94;2025-02-03;61;5.9;0.3;4.0;-2.9;2025-02-03T10:39:00+03:00;2025-02-03T20:28:00+03:00;35313.08;0.0;1.55;2.6;18.0;11.1;20.5;5.4;5.4;0.0;0.0
Russia;61.5;105.38;2025-01-30;3;-30.2;-35.3;-35.1;-40.0;2025-01-30T11:25:00+03:00;2025-01-30T18:57:00+03:00;27103.44;18986.97;0.8;0.8;0.0;6.0;7.2;0.0;0.0;0.0;0.0
Russia;61.5;105.38;2025-02-04;71;-19.9;-30.3;-24.7;-35.5;2025-02-04T11:12:00+03:00;2025-02-04T19:11:00+03:00;28741.29;1678.78;0.6;0.85;9.0;10.9;24.5;1.5;0.0;0.0;1.05
Rwanda;-2.0;29.88;2025-02-01;80;23.9;17.4;27.9;19.3;2025-02-01T09:08:00+03:00;2025-02-01T21:19:00+03:00;43911.88;37087.24;8.85;9.65;16.0;10.1;21.6;9.4;0.0;9.4;0.0
Rwanda;-2.0;29.88;2025-02-02;81;23.8;16.6;28.2;17.9;2025-02-02T09:08:00+03:00;2025-02-02T21:20:00+03:00;43905.91;36068.15;9.1;9.65;12.0;5.2;18.0;14.7;0.0;14.7;0.0
Saudi Arabia;23.88;45.12;2025-01-30;3;17.7;10.8;13.5;7.1;2025-01-30T09:41:00+03:00;2025-01-30T20:44:00+03:00;39798.24;35732.78;6.1;6.1;0.0;18.8;28.8;0.0;0.0;0.0;0.0
Saudi Arabia;23.88;45.12;2025-02-01;1;20.9;7.6;17.6;4.9;2025-02-01T09:40:00+03:00;2025-02-01T20:45:00+03:00;39929.12;37366.11;6.15;6.15;0.0;13.5;20.9;0.0;0.0;0.0;0.0
Saudi Arabia;23.88;45.12;2025-02-03;3;19.7;6.9;17.7;4.1;2025-02-03T09:39:00+03:00;2025-02-03T20:47:00+03:00;40064.68;37452.61;5.75;5.75;0.0;6.1;13.7;0.0;0.0;0.0;0.0
Solomon Islands;-9.62;160.25;2025-01-31;80;26.3;22.6;31.1;26.8;2025-01-31T09:16:00+03:00;2025-01-31T21:48:00+03:00;45085.84;0.0;2.25;9.8;8.0;7.7;22.3;2.3;1.8;0.6;0.0
Solomon Islands;-9.62;160.25;2025-02-03;3;30.4;23.7;34.2;28.1;2025-02-03T09:17:00+03:00;2025-02-03T21:47:00+03:00;45006.62;34391.69;9.1;9.55;3.0;14.3;29.2;0.3;0.0;0.3;0.0
Solomon Islands;-9.62;160.25;2025-02-04;3;30.9;22.0;34.8;25.2;2025-02-04T09:17:00+03:00;2025-02-04T21:47:00+03:00;44979.39;42446.59;9.5;9.55;0.0;16.2;34.2;0.0;0.0;0.0;0.0
Sudan;12.88;30.25;2025-01-30;3;27.3;14.8;23.1;10.9;2025-01-30T09:25:00+03:00;2025-01-30T20:59:00+03:00;41641.73;38265.39;6.95;6.95;0.0;27.3;44.6;0.0;0.0;0.0;0.0
Sweden;60.13;18.64;2025-01-29;61;3.2;1.3;0.0;-2.4;2025-01-29T11:06:00+03:00;2025-01-29T18:50:00+03:00;27879.7;0.0;0.1;0.75;20.0;17.3;35.3;16.4;16.4;0.0;0.0
Singapore;1.38;103.88;2025-01-30;3;29.6;24.2;31.6;28.0;2025-01-30T10:15:00+03:00;2025-01-30T22:19:00+03:00;43410.18;19007.72;8.35;9.0;0.0;16.2;31.0;0.0;0.0;0.0;0.0
Singapore;1.38;103.88;2025-02-01;3;31.2;24.2;34.9;28.6;2025-02-01T10:16:00+03:00;2025-02-01T22:19:00+03:00;43415.99;40219.57;7.75;9.05;0.0;15.2;27.7;0.0;0.0;0.0;0.0
Singapore;1.38;103.88;2025-02-04;95;28.6;25.0;32.5;29.7;2025-02-04T10:16:00+03:00;2025-02-04T22:20:00+03:00;43425.18;35538.13;7.3;8.55;9.0;16.2;29.9;3.6;0.0;3.6;0.0
Saint Helena;-24.12;-10.0;2025-01-31;2;24.9;24.5;30.2;27.2;2025-01-31T08:17:00+03:00;2025-01-31T21:29:00+03:00;47496.82;43503.75;9.55;9.55;2.0;10.6;15.1;0.2;0.0;0.2;0.0
Svalbard and Jan Mayen;77.5;23.62;2025-01-30;85;-2.1;-3.1;-5.6;-7.3;2025-01-30T03:00:00+03:00;2025-01-30T03:00:00+03:00;0.0;0.0;0.0;0.0;5.0;16.2;32.4;0.8;0.0;0.0;0.0
Svalbard and Jan Mayen;77.5;23.62;2025-02-02;85;-1.3;-5.3;-11.0;-13.4;2025-02-02T03:00:00+03:00;2025-02-02T03:00:00+03:00;0.0;0.0;0.0;0.0;6.0;66.3;100.4;0.6;0.0;0.0;0.21
Slovakia;48.67;19.7;2025-01-30;45;5.4;-0.6;3.1;-3.9;2025-01-30T10:13:00+03:00;2025-01-30T19:35:00+03:00;33770.41;7200.0;1.95;1.95;0.0;7.6;20.5;0.0;0.0;0.0;0.0
Sierra Leone;8.5;-11.75;2025-01-29;45;34.2;23.0;38.5;27.7;2025-01-29T10:07:00+03:00;2025-01-29T21:52:00+03:00;42305.16;36556.01;7.4;7.4;0.0;10.1;18.0;0.0;0.0;0.0;0.0
Sierra Leone;8.5;-11.75;2025-02-02;3;32.6;19.2;30.4;18.2;2025-02-02T10:07:00+03:00;2025-02-02T21:53:00+03:00;42391.45;35837.02;7.5;7.55;0.0;12.4;20.5;0.0;0.0;0.0;0.0
San Marino;43.94;12.46;2025-01-29;3;13.1;8.2;10.5;0.6;2025-01-29T10:30:00+03:00;2025-01-29T20:16:00+03:00;35155.69;28712.8;2.2;2.45;0.0;45.3;108.7;0.0;0.0;0.0;0.0
Senegal;14.5;-14.5;2025-01-29;3;35.7;19.8;31.8;16.4;2025-01-29T10:26:00+03:00;2025-01-29T21:55:00+03:00;41349.29;37295.44;7.0;7.0;0.0;20.2;39.2;0.0;0.0;0.0;0.0
Senegal;14.5;-14.5;2025-01-30;3;35.8;19.1;32.2;15.7;2025-01-30T10:26:00+03:00;2025-01-30T21:56:00+03:00;41386.02;37418.84;7.0;7.0;0.0;19.5;39.2;0.0;0.0;0.0;0.0
Senegal;14.5;-14.5;2025-02-02;0;29.4;15.0;25.8;11.1;2025-02-02T10:25:00+03:00;2025-02-02T21:57:00+03:00;41500.69;38904.2;7.05;7.05;0.0;23.0;45.4;0.0;0.0;0.0;0.0
Somalia;5.12;46.25;2025-01-30;2;33.5;22.5;33.1;23.1;2025-01-30T09:11:00+03:00;2025-01-30T21:05:00+03:00;42840.7;38679.69;8.85;8.85;0.0;26.0;43.9;0.0;0.0;0.0;0.0
Somalia;5.12;46.25;2025-01-31;2;32.9;21.5;29.9;20.4;2025-01-31T09:11:00+03:00;2025-01-31T21:05:00+03:00;42853.24;40085.28;8.55;8.85;0.0;31.1;53.3;0.0;0.0;0.0;0.0
Somalia;5.12;46.25;2025-02-03;2;32.1;19.5;27.2;17.9;2025-02-03T09:11:00+03:00;2025-02-03T21:06:00+03:00;42892.3;40380.33;8.4;8.4;0.0;32.1;56.9;0.0;0.0;0.0;0.0
Suriname;3.88;-56.0;2025-01-30;95;28.2;23.0;32.4;27.6;2025-01-30T09:58:00+03:00;2025-01-30T21:55:00+03:00;43033.34;24718.89;7.65;8.55;18.0;9.2;30.6;10.1;0.0;10.1;0.0
Suriname;3.88;-56.0;2025-02-01;3;31.3;22.7;34.3;26.7;2025-02-01T09:58:00+03:00;2025-02-01T21:56:00+03:00;43052.25;40539.69;7.05;8.6;4.0;13.8;31.7;0.4;0.0;0.4;0.0
Suriname;3.88;-56.0;2025-02-03;80;30.7;20.7;33.8;24.2;2025-02-03T09:58:00+03:00;2025-02-03T21:56:00+03:00;43071.86;40305.59;6.2;8.35;2.0;12.0;27.0;0.2;0.0;0.2;0.0
São Tomé and Príncipe;0.38;6.62;2025-01-30;2;28.8;23.2;34.6;27.2;2025-01-30T08:43:00+03:00;2025-01-30T20:49:00+03:00;43562.63;39434.36;7.15;8.65;0.0;8.7;19.4;0.0;0.0;0.0;0.0
El Salvador;13.75;-88.88;2025-01-31;3;33.0;20.4;34.8;22.2;2025-01-31T09:22:00+03:00;2025-01-31T20:55:00+03:00;41550.14;37597.73;7.9;7.9;3.0;12.4;25.6;0.3;0.0;0.3;0.0
Syria;34.81;39.0;2025-02-01;3;15.5;6.3;10.6;4.0;2025-02-01T10:22:00+03:00;2025-02-01T20:52:00+03:00;37830.46;34682.07;4.4;4.4;0.0;20.5;29.9;0.0;0.0;0.0;0.0
Swaziland;-26.5;31.5;2025-01-30;80;32.7;19.9;36.1;23.1;2025-01-30T08:27:00+03:00;2025-01-30T21:47:00+03:00;48029.44;43200.0;9.5;9.5;1.0;18.8;37.8;0.4;0.0;0.4;0.0
Swaziland;-26.5;31.5;2025-02-01;95;28.2;22.8;32.1;26.5;2025-02-01T08:28:00+03:00;2025-02-01T21:46:00+03:00;47877.7;27733.97;6.9;9.35;11.0;10.2;30.6;5.7;0.0;5.7;0.0
Turks and Caicos Islands;21.75;-71.75;2025-01-31;2;26.0;24.0;26.9;22.7;2025-01-31T09:25:00+03:00;2025-01-31T20:35:00+03:00;40251.58;36017.19;6.5;6.5;0.0;31.4;43.2;0.0;0.0;0.0;0.0
