country;latitude;longitude;time;weather_code;temperature_2m_max;temperature_2m_min;apparent_temperature_max;apparent_temperature_min;sunrise;sunset;daylight_duration;sunshine_duration;uv_index_max;uv_index_clear_sky_max;precipitation_hours;wind_speed_10m_max;wind_gusts_10m_max;precipitation_sum;rain_sum;showers_sum;snowfall_sum
North Korea;40.35;127.5;2025-02-02;3;-1.3;-9.0;-5.1;-13.7;2025-02-02T10:38:00+03:00;2025-02-02T20:48:00+03:00;36641.86;33438.34;3.4;3.4;0.0;10.8;53.3;0.0;0.0;0.0;0.0
North Korea;40.35;127.5;2025-02-03;1;-5.3;-13.6;-9.8;-19.8;2025-02-03T10:37:00+03:00;2025-02-03T20:50:00+03:00;36775.82;33494.24;3.15;3.15;0.0;16.1;58.7;0.0;0.0;0.0;0.0
South Korea;35.9;127.75;2025-01-30;3;-4.9;-9.6;-9.4;-15.2;2025-01-30T10:30:00+03:00;2025-01-30T20:53:00+03:00;37348.23;30781.51;3.6;3.95;0.0;15.5;67.0;0.0;0.0;0.0;0.0
Kuwait;29.25;47.5;2025-02-04;2;20.4;6.4;15.8;3.1;2025-02-04T09:37:00+03:00;2025-02-04T20:30:00+03:00;39215.92;30128.16;4.65;4.65;0.0;18.6;28.1;0.0;0.0;0.0;0.0
Cayman Islands;19.5;-80.62;2025-02-03;2;26.0;25.6;28.9;26.6;2025-02-03T09:56:00+03:00;2025-02-03T21:16:00+03:00;40789.68;38231.4;3.95;6.55;3.0;29.3;40.7;0.3;0.0;0.3;0.0
Kazakhstan;48.0;66.88;2025-01-30;3;-3.0;-5.6;-8.2;-10.8;2025-01-30T12:02:00+03:00;2025-01-30T21:28:00+03:00;33969.48;26114.29;2.8;3.1;0.0;23.4;37.8;0.0;0.0;0.0;0.0
Kazakhstan;48.0;66.88;2025-02-01;45;-5.7;-12.9;-10.6;-16.7;2025-02-01T11:59:00+03:00;2025-02-01T21:32:00+03:00;34314.85;10761.44;3.0;3.25;0.0;14.6;21.2;0.0;0.0;0.0;0.0
Kazakhstan;48.0;66.88;2025-02-03;3;-4.7;-9.5;-8.3;-15.0;2025-02-03T11:57:00+03:00;2025-02-03T21:35:00+03:00;34671.31;8017.3;3.25;3.25;0.0;22.2;33.1;0.0;0.0;0.0;0.0
Laos;20.0;102.5;2025-02-02;0;28.6;14.8;27.1;14.1;2025-02-02T09:45:00+03:00;2025-02-02T21:02:00+03:00;40627.48;38365.27;7.0;7.0;0.0;18.2;40.3;0.0;0.0;0.0;0.0
Laos;20.0;102.5;2025-02-03;0;29.3;15.3;29.3;13.5;2025-02-03T09:44:00+03:00;2025-02-03T21:02:00+03:00;40683.28;37999.64;6.5;6.5;0.0;8.3;30.6;0.0;0.0;0.0;0.0
Saint Lucia;13.88;-61.0;2025-01-28;3;27.8;23.3;29.8;25.2;2025-01-28T09:31:00+03:00;2025-01-28T21:02:00+03:00;41422.17;38375.84;7.65;7.65;0.0;25.2;50.0;0.0;0.0;0.0;0.0
Saint Lucia;13.88;-61.0;2025-02-01;3;27.0;22.7;27.9;24.0;2025-02-01T09:31:00+03:00;2025-02-01T21:03:00+03:00;41564.25;38698.73;7.7;7.7;6.0;27.5;55.1;0.9;0.0;0.9;0.0
Saint Lucia;13.88;-61.0;2025-02-03;80;26.0;22.7;27.4;24.3;2025-02-03T09:30:00+03:00;2025-02-03T21:04:00+03:00;41639.32;38802.35;7.5;7.5;9.0;25.2;52.6;1.5;0.0;1.5;0.0
Sri Lanka;7.88;80.75;2025-01-29;80;25.9;22.7;29.9;27.0;2025-01-29T09:26:00+03:00;2025-01-29T21:13:00+03:00;42398.47;7368.7;6.35;8.2;12.0;12.5;35.6;3.2;0.0;3.2;0.0
Lesotho;-29.62;28.25;2025-01-30;80;23.7;12.9;22.9;12.0;2025-01-30T08:34:00+03:00;2025-01-30T22:05:00+03:00;48663.77;45675.17;8.4;10.05;8.0;21.3;41.8;1.5;0.0;1.5;0.0
Lesotho;-29.62;28.25;2025-02-04;80;25.6;14.2;24.2;12.2;2025-02-04T08:39:00+03:00;2025-02-04T22:02:00+03:00;48218.82;45429.5;9.7;9.7;6.0;25.0;55.4;4.2;0.3;4.2;0.0
Lithuania;55.17;23.89;2025-01-31;51;6.8;2.8;3.9;-0.4;2025-01-31T11:17:00+03:00;2025-01-31T19:58:00+03:00;31277.65;0.0;1.1;1.35;9.0;10.8;20.2;1.2;1.2;0.0;0.0
Lithuania;55.17;23.89;2025-02-01;53;3.8;-1.5;0.6;-5.4;2025-02-01T11:15:00+03:00;2025-02-01T20:00:00+03:00;31513.3;5835.28;0.65;1.45;9.0;22.1;41.8;5.4;5.4;0.0;0.0
Luxembourg;49.83;6.12;2025-02-03;0;5.8;-2.8;2.9;-6.3;2025-02-03T11:05:00+03:00;2025-02-03T20:33:00+03:00;34104.04;25625.18;1.65;1.7;0.0;8.7;20.2;0.0;0.0;0.0;0.0
Latvia;56.88;24.6;2025-01-29;53;7.0;5.2;4.3;1.7;2025-01-29T11:25:00+03:00;2025-01-29T19:43:00+03:00;29907.88;0.0;0.15;1.05;5.0;17.3;33.8;0.9;0.9;0.0;0.0
Latvia;56.88;24.6;2025-02-03;71;-0.6;-2.5;-4.6;-6.5;2025-02-03T11:15:00+03:00;2025-02-03T19:55:00+03:00;31181.83;711.72;0.65;1.15;3.0;11.8;31.3;0.3;0.0;0.0;0.21
Libya;26.3;17.2;2025-02-01;3;21.4;12.4;16.0;6.4;2025-02-01T10:35:00+03:00;2025-02-01T21:33:00+03:00;39504.1;34995.2;4.95;5.3;0.0;28.7;41.4;0.0;0.0;0.0;0.0
Morocco;31.81;-7.06;2025-01-29;3;21.4;4.3;17.0;-0.6;2025-01-29T11:23:00+03:00;2025-01-29T21:59:00+03:00;38186.36;34163.38;4.55;4.55;0.0;15.0;28.1;0.0;0.0;0.0;0.0
Morocco;31.81;-7.06;2025-02-01;2;14.5;2.1;11.5;-1.0;2025-02-01T11:21:00+03:00;2025-02-01T22:02:00+03:00;38462.18;35443.57;4.6;4.6;0.0;11.9;22.3;0.0;0.0;0.0;0.0
Monaco;43.76;7.42;2025-02-01;80;11.5;6.2;8.9;3.4;2025-02-01T10:46:00+03:00;2025-02-01T20:40:00+03:00;35646.86;31629.23;2.85;2.85;3.0;10.6;30.6;0.6;0.0;0.3;0.0
Monaco;43.76;7.42;2025-02-04;3;8.9;2.4;6.2;-1.7;2025-02-04T10:43:00+03:00;2025-02-04T20:45:00+03:00;36105.81;31266.98;1.05;2.55;0.0;11.1;18.7;0.0;0.0;0.0;0.0
Moldova;47.44;28.38;2025-01-31;45;10.1;5.4;9.0;4.1;2025-01-31T10:33:00+03:00;2025-01-31T20:06:00+03:00;34358.08;3734.58;1.85;2.25;0.0;6.7;14.0;0.0;0.0;0.0;0.0
Madagascar;-18.75;46.88;2025-02-04;80;26.8;18.6;29.7;19.6;2025-02-04T08:40:00+03:00;2025-02-04T21:32:00+03:00;46342.19;41682.65;7.85;9.6;10.0;15.1;27.7;5.1;0.0;5.1;0.0
Marshall Islands;7.12;171.12;2025-01-29;80;27.2;26.8;29.9;28.5;2025-01-29T09:54:00+03:00;2025-01-29T21:42:00+03:00;42511.17;36579.88;8.45;8.45;24.0;31.9;42.8;13.0;0.0;13.1;0.0
Macedonia [FYROM];41.62;21.75;2025-01-30;45;13.1;6.5;12.4;4.8;2025-01-30T09:46:00+03:00;2025-01-30T19:45:00+03:00;35955.19;17984.78;3.1;3.1;7.0;6.9;17.3;2.3;0.0;2.2;0.0
Macedonia [FYROM];41.62;21.75;2025-02-01;45;11.2;4.2;10.3;2.1;2025-02-01T09:44:00+03:00;2025-02-01T19:48:00+03:00;36226.57;24370.52;3.3;3.3;0.0;6.1;11.2;0.0;0.0;0.0;0.0
Macedonia [FYROM];41.62;21.75;2025-02-04;71;6.2;1.3;1.4;-1.9;2025-02-04T09:41:00+03:00;2025-02-04T19:52:00+03:00;36650.07;789.71;2.85;3.15;6.0;21.5;36.4;2.1;1.5;0.0;0.63
Mali;17.62;-4.0;2025-01-29;3;31.1;20.7;26.0;15.6;2025-01-29T09:48:00+03:00;2025-01-29T21:09:00+03:00;40833.03;30277.04;6.3;6.6;0.0;23.7;36.4;0.0;0.0;0.0;0.0
Myanmar [Burma];21.88;96.0;2025-01-30;1;30.1;17.3;29.2;17.9;2025-01-30T09:44:00+03:00;2025-01-30T20:53:00+03:00;40143.41;36500.74;6.45;6.45;0.0;11.2;22.7;0.0;0.0;0.0;0.0
Myanmar [Burma];21.88;96.0;2025-01-31;1;30.1;16.9;29.6;17.0;2025-01-31T09:44:00+03:00;2025-01-31T20:54:00+03:00;40201.89;36599.6;6.45;6.5;0.0;10.9;22.3;0.0;0.0;0.0;0.0
Myanmar [Burma];21.88;96.0;2025-02-03;1;33.6;19.1;34.1;19.9;2025-02-03T09:43:00+03:00;2025-02-03T20:56:00+03:00;40383.91;37662.31;6.2;6.2;0.0;6.4;14.4;0.0;0.0;0.0;0.0
Mongolia;46.88;103.88;2025-01-29;3;-11.9;-19.5;-18.1;-24.3;2025-01-29T11:32:00+03:00;2025-01-29T21:02:00+03:00;34177.08;17596.57;0.9;1.3;0.0;17.2;29.5;0.0;0.0;0.0;0.0
Mongolia;46.88;103.88;2025-02-02;3;-12.9;-18.5;-19.8;-23.5;2025-02-02T11:27:00+03:00;2025-02-02T21:08:00+03:00;34836.61;30962.69;1.5;1.5;0.0;20.2;32.4;0.0;0.0;0.0;0.0
Macau;22.25;113.5;2025-02-01;3;22.4;17.0;23.9;18.7;2025-02-01T10:04:00+03:00;2025-02-01T21:14:00+03:00;40194.3;33730.21;6.45;6.45;0.0;7.4;19.8;0.0;0.0;0.0;0.0
Northern Mariana Islands;17.38;145.38;2025-01-29;80;27.9;26.6;31.4;28.2;2025-01-29T09:51:00+03:00;2025-01-29T21:12:00+03:00;40856.62;38197.18;7.3;7.3;7.0;30.8;40.7;1.1;0.0;1.1;0.0
Northern Mariana Islands;17.38;145.38;2025-02-03;2;28.1;27.5;30.8;27.7;2025-02-03T09:49:00+03:00;2025-02-03T21:14:00+03:00;41086.78;38610.64;6.7;7.0;6.0;33.5;44.3;0.6;0.0;0.3;0.0
Martinique;14.62;-61.0;2025-01-29;80;28.0;24.1;31.6;28.2;2025-01-29T09:32:00+03:00;2025-01-29T21:01:00+03:00;41335.05;35665.38;7.1;7.55;10.0;16.0;39.6;1.5;0.0;1.5;0.0
Martinique;14.62;-61.0;2025-01-30;3;29.2;24.3;30.4;26.4;2025-01-30T09:32:00+03:00;2025-01-30T21:02:00+03:00;41372.25;37312.89;7.3;7.6;3.0;22.1;51.1;0.5;0.0;0.5;0.0
Mauritania;21.0;-10.9;2025-01-30;0;28.0;16.3;22.0;10.3;2025-01-30T10:20:00+03:00;2025-01-30T21:32:00+03:00;40310.39;36000.0;6.05;6.05;0.0;33.4;48.6;0.0;0.0;0.0;0.0
Montserrat;16.75;-62.25;2025-02-02;2;24.0;22.5;23.8;22.1;2025-02-02T09:39:00+03:00;2025-02-02T21:05:00+03:00;41163.59;38568.01;7.45;7.45;15.0;33.5;49.7;1.8;0.0;1.8;0.0
Malawi;-13.25;34.25;2025-02-01;96;28.7;22.3;35.3;26.5;2025-02-01T08:36:00+03:00;2025-02-01T21:16:00+03:00;45610.58;17650.79;8.5;9.5;9.0;5.9;22.7;10.8;0.0;10.8;0.0
Mexico;23.62;-102.5;2025-01-29;3;25.9;10.0;19.7;6.6;2025-01-29T10:31:00+03:00;2025-01-29T21:34:00+03:00;39803.66;36000.0;6.7;6.7;0.0;31.4;54.4;0.0;0.0;0.0;0.0
Malaysia;4.25;102.0;2025-02-01;45;27.9;21.0;31.9;24.8;2025-02-01T10:27:00+03:00;2025-02-01T22:23:00+03:00;42992.54;21370.24;1.6;8.7;0.0;7.2;15.5;0.0;0.0;0.0;0.0
Malaysia;4.25;102.0;2025-02-03;80;31.8;22.1;36.9;26.8;2025-02-03T10:27:00+03:00;2025-02-03T22:24:00+03:00;43014.02;39729.64;7.95;8.25;3.0;6.8;14.8;0.9;0.0;0.9;0.0
Mozambique;-18.62;35.5;2025-01-29;3;32.9;23.9;35.7;28.0;2025-01-29T08:22:00+03:00;2025-01-29T21:19:00+03:00;46631.7;40763.89;7.3;9.55;0.0;17.1;38.9;0.0;0.0;0.0;0.0
Mozambique;-18.62;35.5;2025-02-02;3;33.8;23.7;37.6;28.8;2025-02-02T08:24:00+03:00;2025-02-02T21:18:00+03:00;46427.48;43921.79;9.05;9.55;0.0;17.2;38.5;0.0;0.0;0.0;0.0
Mozambique;-18.62;35.5;2025-02-03;3;34.9;22.8;37.7;27.2;2025-02-03T08:25:00+03:00;2025-02-03T21:18:00+03:00;46374.2;43968.26;8.85;9.15;0.0;17.3;38.2;0.0;0.0;0.0;0.0
Namibia;-23.0;18.5;2025-01-31;3;37.7;22.5;38.8;22.7;2025-01-31T09:25:00+03:00;2025-01-31T22:33:00+03:00;47299.22;43680.39;10.2;10.2;0.0;13.7;22.3;0.0;0.0;0.0;0.0
New Caledonia;-20.88;165.62;2025-01-29;80;27.0;26.3;29.3;26.1;2025-01-29T08:38:00+03:00;2025-01-29T21:42:00+03:00;47054.22;43354.95;8.55;9.75;5.0;42.7;58.7;0.8;0.0;0.8;0.0
Niger;17.62;8.12;2025-02-02;3;30.2;12.1;27.8;8.5;2025-02-02T09:59:00+03:00;2025-02-02T21:22:00+03:00;41017.82;38374.73;5.55;6.3;0.0;9.9;19.8;0.0;0.0;0.0;0.0
Norfolk Island;-29.0;168.0;2025-02-04;2;23.2;22.4;23.5;21.3;2025-02-04T09:20:00+03:00;2025-02-04T22:42:00+03:00;48137.5;45254.86;9.05;9.05;2.0;33.9;45.0;0.2;0.0;0.2;0.0
Nigeria;9.12;8.62;2025-01-31;2;35.6;20.2;35.1;18.1;2025-01-31T09:46:00+03:00;2025-01-31T21:31:00+03:00;42251.8;39114.51;7.25;7.3;0.0;11.3;22.0;0.0;0.0;0.0;0.0
Nigeria;9.12;8.62;2025-02-02;3;34.4;20.4;34.4;18.7;2025-02-02T09:46:00+03:00;2025-02-02T21:31:00+03:00;42299.14;40081.02;7.45;7.45;0.0;18.1;32.0;0.0;0.0;0.0;0.0
Nigeria;9.12;8.62;2025-02-04;0;37.1;22.0;35.5;19.0;2025-02-04T09:46:00+03:00;2025-02-04T21:32:00+03:00;42348.05;40188.05;7.0;7.0;0.0;15.6;29.5;0.0;0.0;0.0;0.0
Nicaragua;13.0;-85.12;2025-01-28;80;28.9;21.8;30.3;25.6;2025-01-28T09:07:00+03:00;2025-01-28T20:39:00+03:00;41567.94;30806.45;7.75;7.8;11.0;20.9;47.9;1.7;0.0;1.6;0.0
Nicaragua;13.0;-85.12;2025-01-29;80;28.3;21.1;31.3;24.9;2025-01-29T09:06:00+03:00;2025-01-29T20:40:00+03:00;41600.09;36000.0;7.05;7.75;21.0;16.1;41.8;4.6;0.0;4.5;0.0
Nicaragua;13.0;-85.12;2025-01-30;80;29.9;21.9;32.6;25.0;2025-01-30T09:06:00+03:00;2025-01-30T20:40:00+03:00;41632.98;35854.07;7.75;7.8;13.0;19.1;45.0;3.7;0.0;3.7;0.0
Netherlands;52.13;5.28;2025-02-01;1;5.9;-1.4;2.7;-5.3;2025-02-01T11:18:00+03:00;2025-02-01T20:26:00+03:00;32844.3;22292.93;1.75;1.8;0.0;9.2;39.6;0.0;0.0;0.0;0.0
Norway;60.47;8.47;2025-02-01;3;-9.2;-18.7;-12.8;-23.2;2025-02-01T11:41:00+03:00;2025-02-01T19:37:00+03:00;28548.61;22098.6;1.1;1.1;0.0;4.3;13.7;0.0;0.0;0.0;0.0
Norway;60.47;8.47;2025-02-02;3;-6.9;-13.6;-10.6;-17.8;2025-02-02T11:39:00+03:00;2025-02-02T19:40:00+03:00;28858.9;17539.01;1.1;1.1;0.0;3.9;12.2;0.0;0.0;0.0;0.0
Norway;60.47;8.47;2025-02-03;3;-4.3;-12.5;-7.7;-16.4;2025-02-03T11:36:00+03:00;2025-02-03T19:43:00+03:00;29172.17;22083.57;0.95;0.95;0.0;2.8;11.2;0.0;0.0;0.0;0.0
Nauru;-0.5;166.88;2025-02-04;80;27.9;27.1;30.8;28.9;2025-02-04T10:02:00+03:00;2025-02-04T22:10:00+03:00;43686.43;41189.43;8.95;8.95;13.0;32.1;42.5;1.7;0.0;1.7;0.0
Niue;-19.0;-169.88;2025-02-03;95;28.5;27.9;33.5;30.8;2025-02-03T09:06:00+03:00;2025-02-03T21:59:00+03:00;46404.89;43024.96;8.95;9.35;24.0;25.8;34.2;8.5;0.0;8.5;0.0
New Zealand;-41.0;175.0;2025-02-02;3;22.2;16.0;21.2;15.5;2025-02-02T09:27:00+03:00;2025-02-02T23:39:00+03:00;51091.59;43895.69;8.4;8.4;0.0;19.6;40.7;0.0;0.0;0.0;0.0
New Zealand;-41.0;175.0;2025-02-03;3;24.7;12.8;27.5;12.1;2025-02-03T09:29:00+03:00;2025-02-03T23:38:00+03:00;50951.31;47455.79;8.1;8.05;0.0;9.4;19.8;0.0;0.0;0.0;0.0
New Zealand;-41.0;175.0;2025-02-04;0;23.8;11.6;26.5;9.5;2025-02-04T09:30:00+03:00;2025-02-04T23:37:00+03:00;50809.11;47330.21;8.0;8.0;0.0;8.1;19.4;0.0;0.0;0.0;0.0
Oman;21.5;55.88;2025-02-04;1;25.5;14.3;22.4;12.4;2025-02-04T09:52:00+03:00;2025-02-04T21:07:00+03:00;40512.47;37803.98;6.25;6.25;0.0;19.6;30.6;0.0;0.0;0.0;0.0
Panama;8.62;-80.75;2025-02-01;3;21.1;18.7;22.0;18.6;2025-02-01T09:43:00+03:00;2025-02-01T21:29:00+03:00;42355.34;20651.19;7.0;8.65;3.0;17.2;72.7;0.3;0.0;0.3;0.0
Panama;8.62;-80.75;2025-02-02;3;22.5;17.9;23.5;17.0;2025-02-02T09:43:00+03:00;2025-02-02T21:29:00+03:00;42377.95;38358.29;6.4;8.65;0.0;20.4;86.8;0.0;0.0;0.0;0.0
Peru;-9.25;-75.0;2025-01-28;95;30.7;23.5;36.3;28.5;2025-01-28T08:57:00+03:00;2025-01-28T21:28:00+03:00;45083.66;17380.39;6.55;9.5;16.0;6.3;18.4;15.3;0.0;15.3;0.0
French Polynesia;-17.62;-149.38;2025-01-31;80;19.0;18.3;22.5;19.2;2025-01-31T08:44:00+03:00;2025-01-31T21:37:00+03:00;46338.41;43700.52;7.4;9.95;19.0;10.1;29.5;2.9;0.0;2.9;0.0
Papua New Guinea;-6.38;144.0;2025-01-30;95;21.6;14.9;23.0;15.8;2025-01-30T09:25:00+03:00;2025-01-30T21:48:00+03:00;44599.96;24442.03;7.35;10.15;5.0;11.4;29.2;4.5;0.0;4.5;0.0
Papua New Guinea;-6.38;144.0;2025-01-31;96;22.0;14.0;24.0;14.2;2025-01-31T09:25:00+03:00;2025-01-31T21:48:00+03:00;44582.98;28932.51;6.8;10.2;13.0;12.4;34.2;28.4;2.1;26.3;0.0
Philippines;12.88;121.75;2025-01-30;80;26.3;25.8;29.1;27.8;2025-01-30T09:19:00+03:00;2025-01-30T20:53:00+03:00;41633.58;0.0;5.5;7.7;15.0;21.5;33.1;5.0;0.1;5.0;0.0
Philippines;12.88;121.75;2025-02-02;80;27.3;26.2;33.7;31.5;2025-02-02T09:18:00+03:00;2025-02-02T20:54:00+03:00;41734.03;38966.69;7.9;7.95;9.0;8.8;14.8;1.8;0.0;1.8;0.0
Philippines;12.88;121.75;2025-02-04;3;27.1;26.0;31.1;27.9;2025-02-04T09:18:00+03:00;2025-02-04T20:55:00+03:00;41803.93;39232.59;7.6;7.7;6.0;20.1;27.0;1.2;0.0;1.2;0.0
Pakistan;30.38;69.38;2025-02-02;0;14.8;0.3;12.1;-3.4;2025-02-02T10:12:00+03:00;2025-02-02T20:59:00+03:00;38820.74;35856.23;5.1;5.1;0.0;14.2;24.8;0.0;0.0;0.0;0.0
Poland;51.92;19.15;2025-02-01;71;3.7;-0.6;-0.2;-4.1;2025-02-01T10:22:00+03:00;2025-02-01T19:31:00+03:00;32928.93;0.0;1.55;1.75;2.0;18.1;40.3;0.2;0.1;0.0;0.07
Poland;51.92;19.15;2025-02-03;71;1.9;-0.9;-2.4;-4.4;2025-02-03T10:19:00+03:00;2025-02-03T19:35:00+03:00;33347.34;28603.15;1.55;1.65;3.0;12.9;35.6;0.3;0.0;0.0;0.21
Pitcairn Islands;-24.75;-127.5;2025-01-28;3;25.9;25.2;31.3;27.9;2025-01-28T09:04:00+03:00;2025-01-28T22:21:00+03:00;47797.98;44886.4;9.65;9.65;1.0;14.4;19.8;0.1;0.0;0.1;0.0
Pitcairn Islands;-24.75;-127.5;2025-02-01;2;25.9;24.8;27.5;25.2;2025-02-01T09:07:00+03:00;2025-02-01T22:19:00+03:00;47521.07;44859.75;9.6;9.6;12.0;30.4;40.0;1.2;0.0;1.2;0.0
Puerto Rico;18.12;-66.5;2025-02-01;2;27.6;20.5;28.2;21.7;2025-02-01T09:58:00+03:00;2025-02-01T21:20:00+03:00;40900.17;38288.49;4.6;7.15;0.0;18.8;52.2;0.0;0.0;0.0;0.0
Puerto Rico;18.12;-66.5;2025-02-03;2;28.0;19.9;28.5;21.3;2025-02-03T09:58:00+03:00;2025-02-03T21:21:00+03:00;41000.23;38372.64;6.25;7.05;0.0;17.7;51.5;0.0;0.0;0.0;0.0
Portugal;39.38;-8.25;2025-02-04;3;13.0;4.8;10.6;3.0;2025-02-04T10:36:00+03:00;2025-02-04T20:56:00+03:00;37189.76;33554.84;3.45;3.45;0.0;11.4;23.0;0.0;0.0;0.0;0.0
Paraguay;-23.5;-58.5;2025-02-01;2;34.6;22.0;38.5;25.3;2025-02-01T09:33:00+03:00;2025-02-01T22:41:00+03:00;47309.68;44561.38;9.25;9.35;0.0;10.1;27.0;0.0;0.0;0.0;0.0
Paraguay;-23.5;-58.5;2025-02-02;1;36.2;20.8;40.3;22.9;2025-02-02T09:34:00+03:00;2025-02-02T22:41:00+03:00;47241.67;44497.77;9.35;9.35;0.0;7.7;18.7;0.0;0.0;0.0;0.0
Qatar;25.38;51.12;2025-01-29;2;21.9;14.3;19.2;12.8;2025-01-29T09:19:00+03:00;2025-01-29T20:17:00+03:00;39457.65;35863.34;5.75;5.75;0.0;24.9;37.4;0.0;0.0;0.0;0.0
Réunion;-21.12;55.38;2025-01-30;95;21.9;17.1;24.4;18.5;2025-01-30T08:59:00+03:00;2025-01-30T22:03:00+03:00;47026.86;22831.58;8.9;10.2;9.0;4.2;19.8;28.1;16.2;11.9;0.0
Romania;46.0;24.94;2025-01-31;45;11.7;0.6;9.7;-2.0;2025-01-31T10:43:00+03:00;2025-01-31T20:23:00+03:00;34820.76;28701.84;2.15;2.5;0.0;5.0;10.4;0.0;0.0;0.0;0.0
Romania;46.0;24.94;2025-02-02;45;8.1;0.6;6.0;-1.9;2025-02-02T10:40:00+03:00;2025-02-02T20:26:00+03:00;35146.54;25302.19;2.25;2.7;0.0;5.5;11.2;0.0;0.0;0.0;0.0
Serbia;44.0;21.0;2025-01-29;3;15.7;7.0;13.9;4.6;2025-01-29T09:56:00+03:00;2025-01-29T19:41:00+03:00;35137.64;28659.45;1.95;2.6;1.0;13.6;45.0;0.1;0.0;0.1;0.0
Serbia;44.0;21.0;2025-01-31;3;14.9;4.7;12.7;2.2;2025-01-31T09:54:00+03:00;2025-01-31T19:44:00+03:00;35429.16;30673.69;1.75;2.6;0.0;8.3;19.1;0.0;0.0;0.0;0.0
Serbia;44.0;21.0;2025-02-01;45;12.4;3.8;10.7;1.5;2025-02-01T09:53:00+03:00;2025-02-01T19:45:00+03:00;35578.96;31065.67;2.7;2.7;0.0;9.0;20.2;0.0;0.0;0.0;0.0
Serbia;44.0;21.0;2025-02-04;71;-0.6;-2.2;-4.6;-7.6;2025-02-04T09:49:00+03:00;2025-02-04T19:50:00+03:00;36042.09;0.0;2.5;2.65;11.0;18.3;38.2;1.9;0.0;0.0;1.33
Rwanda;-2.0;29.88;2025-01-29;96;22.9;16.6;25.5;18.0;2025-01-29T09:07:00+03:00;2025-01-29T21:19:00+03:00;43929.2;31576.78;9.5;9.6;19.0;8.8;16.6;48.2;3.8;44.4;0.0
Rwanda;-2.0;29.88;2025-01-30;81;24.0;16.5;28.5;17.8;2025-01-30T09:07:00+03:00;2025-01-30T21:19:00+03:00;43923.54;27084.91;9.0;9.6;10.0;7.6;21.6;7.0;0.0;7.0;0.0
Rwanda;-2.0;29.88;2025-01-31;95;23.9;16.6;27.8;17.7;2025-01-31T09:07:00+03:00;2025-01-31T21:19:00+03:00;43917.76;41216.54;9.4;9.7;12.0;7.9;20.5;4.3;0.0;4.3;0.0
Saudi Arabia;23.88;45.12;2025-01-29;3;19.4;10.6;14.6;7.9;2025-01-29T09:41:00+03:00;2025-01-29T20:43:00+03:00;39734.76;35707.99;6.1;6.1;0.0;24.7;38.5;0.0;0.0;0.0;0.0
Saudi Arabia;23.88;45.12;2025-02-02;3;16.4;8.9;11.9;4.3;2025-02-02T09:39:00+03:00;2025-02-02T20:46:00+03:00;39996.36;37409.48;6.2;6.2;0.0;21.7;35.3;0.0;0.0;0.0;0.0
Saudi Arabia;23.88;45.12;2025-02-04;3;22.0;10.7;16.4;6.9;2025-02-04T09:38:00+03:00;2025-02-04T20:47:00+03:00;40134.0;37495.46;5.8;5.8;0.0;25.1;40.0;0.0;0.0;0.0;0.0
Seychelles;-4.62;55.5;2025-01-29;80;25.5;24.8;29.6;27.6;2025-01-29T09:21:00+03:00;2025-01-29T21:40:00+03:00;44338.03;36207.16;9.0;9.55;12.0;16.8;23.0;3.0;0.0;3.0;0.0
Seychelles;-4.62;55.5;2025-01-30;80;25.5;24.8;28.9;26.7;2025-01-30T09:21:00+03:00;2025-01-30T21:40:00+03:00;44325.75;36573.34;8.75;9.55;8.0;21.4;28.8;1.2;0.0;1.2;0.0
Seychelles;-4.62;55.5;2025-01-31;3;25.5;24.9;28.6;26.5;2025-01-31T09:22:00+03:00;2025-01-31T21:40:00+03:00;44313.22;39187.78;9.1;9.55;0.0;21.6;28.8;0.0;0.0;0.0;0.0
Sudan;12.88;30.25;2025-02-02;1;30.8;17.5;29.0;14.6;2025-02-02T09:24:00+03:00;2025-02-02T21:00:00+03:00;41742.65;39164.36;7.15;7.15;0.0;23.8;38.9;0.0;0.0;0.0;0.0
Sweden;60.13;18.64;2025-02-04;3;-1.0;-6.9;-4.6;-10.4;2025-02-04T10:51:00+03:00;2025-02-04T19:06:00+03:00;29694.21;144.23;0.9;0.95;0.0;14.4;27.7;0.0;0.0;0.0;0.0
Singapore;1.38;103.88;2025-01-29;3;28.2;24.4;29.5;27.5;2025-01-29T10:15:00+03:00;2025-01-29T22:19:00+03:00;43407.38;12026.44;8.55;8.95;0.0;21.9;41.0;0.0;0.0;0.0;0.0
Saint Helena;-24.12;-10.0;2025-01-29;2;25.0;24.2;31.0;27.2;2025-01-29T08:16:00+03:00;2025-01-29T21:30:00+03:00;47630.58;43875.64;9.6;9.6;0.0;8.0;11.5;0.0;0.0;0.0;0.0
Saint Helena;-24.12;-10.0;2025-01-30;2;25.1;24.2;30.1;27.3;2025-01-30T08:16:00+03:00;2025-01-30T21:29:00+03:00;47564.38;43413.26;9.6;9.6;0.0;11.6;15.8;0.0;0.0;0.0;0.0
Saint Helena;-24.12;-10.0;2025-02-01;2;25.0;24.4;31.5;27.8;2025-02-01T08:18:00+03:00;2025-02-01T21:28:00+03:00;47428.01;44667.57;9.55;9.6;0.0;6.1;9.4;0.0;0.0;0.0;0.0
